id,name,category,cuisine,serving_size,serving_unit,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg
960,French Taco Yogurt,breakfast,French,2,piece,301.0,35.8,65.5,24.2,12.6,0.2,891,46
961,Indian Fish Shoyu,sandwich,Indian,322,g,537.0,35.6,61.9,10.2,12.0,12.6,939,44
962,French Stuffed Grape Leaves Korma,dessert,French,442,g,373.0,3.3,38.4,8.2,2.4,17.8,264,99
963,Mediterranean Fatteh Wrap,sandwich,Mediterranean,1,piece,518.0,38.3,58.3,9.1,0.5,6.2,268,109
964,Turkish Lentil Baked,drink,Turkish,297,ml,151.0,11.0,45.1,5.7,3.0,32.7,435,60
965,Chinese Rice Roll,dessert,Chinese,200,ml,401.0,2.3,76.8,6.3,5.4,8.0,640,130
966,Lebanese Taco Vindaloo,breakfast,Lebanese,313,g,353.0,24.0,34.9,27.5,3.5,13.5,622,24
967,Lebanese Stuffed Grape Leaves Korma,sandwich,Lebanese,265,ml,801.0,26.1,108.7,9.5,9.1,16.2,1106,44
968,Thai Tofu Pho Style,breakfast,Thai,199,g,320.0,28.0,51.9,26.6,6.5,17.2,1145,79
969,Vietnamese Lentil Plate,breakfast,Vietnamese,430,ml,608.0,20.1,31.7,22.7,2.8,22.8,1158,70
970,Japanese Mujadara Pho Style,rice,Japanese,1,piece,520.0,28.7,102.2,15.4,10.4,10.7,1165,85
971,Moroccan Sfiha Skewers,breakfast,Moroccan,306,g,271.0,19.3,12.8,21.6,6.7,12.8,264,159
972,American Mushroom With Hummus,soup,American,132,g,117.0,16.3,11.2,6.8,6.9,11.2,387,51
973,Lebanese Pancake Green Curry,dessert,Lebanese,2,piece,617.0,2.5,74.2,22.6,8.6,22.2,136,143
974,Indian Halloumi Grilled,stew,Indian,2,piece,659.0,24.7,26.2,16.0,4.2,12.5,993,3
975,Lebanese Turkey Lemon,dessert,Lebanese,197,g,202.0,3.1,71.4,9.9,3.5,1.7,670,89
976,Indian Sambousek Shoyu,grill,Indian,347,g,619.0,21.2,23.7,11.6,0.8,4.8,1176,61
977,Mexican Pasta Roasted,drink,Mexican,268,ml,270.0,8.5,22.9,7.2,9.0,22.9,1523,155
978,Turkish Pancake Green Curry,salad,Turkish,2,piece,560.0,14.2,33.1,30.4,3.9,8.2,438,123
979,Lebanese Sujuk Green Curry,grill,Lebanese,478,ml,691.0,21.6,43.0,32.2,3.1,20.9,1424,18
980,Peruvian Fish Vindaloo,drink,Peruvian,297,g,90.0,13.2,13.3,5.9,7.2,13.3,438,85
981,Lebanese Kafta Red Curry,dessert,Lebanese,393,g,219.0,5.9,78.5,9.1,9.5,20.7,240,23
982,Moroccan Falafel On Quinoa,vegetarian,Moroccan,249,ml,272.0,22.9,11.5,29.2,9.9,11.5,1121,144
983,Italian Falafel Tahini,dinner,Italian,485,ml,378.0,47.3,38.0,19.8,10.5,24.6,1047,126
984,Turkish Sushi Casserole,snack,Turkish,278,ml,270.0,32.2,54.3,20.8,5.6,13.8,1286,11
985,Thai Shawarma Za'atar,lunch,Thai,212,ml,482.0,18.3,36.9,7.9,3.4,7.2,580,53
986,Ethiopian Mortadella Za'atar,drink,Ethiopian,1,piece,144.0,7.8,50.0,12.1,4.8,7.1,556,27
987,Mediterranean Porridge Butter,lunch,Mediterranean,254,g,445.0,40.6,42.3,22.3,5.0,32.7,1293,135
988,Ethiopian Fish Stir-Fry,dinner,Ethiopian,426,g,753.0,28.5,37.2,35.0,12.0,24.2,525,128
989,Mexican Burrito Pesto,seafood,Mexican,1,piece,519.0,25.6,20.1,13.5,3.4,20.1,326,66
990,Mexican Pasta On Rice,grill,Mexican,126,g,661.0,40.1,11.6,26.1,9.7,11.6,250,146
991,Korean Tabbouleh Za'atar,rice,Korean,237,g,713.0,33.9,104.3,7.5,5.3,7.1,1091,56
992,Thai Mujadara Grilled,breakfast,Thai,313,ml,424.0,16.3,28.7,26.3,10.3,15.9,1450,129
993,Greek Curry Lemon,vegan,Greek,299,ml,577.0,15.3,41.9,7.3,9.0,1.2,1143,9
994,Chinese Mushroom With Pita,soup,Chinese,393,g,209.0,12.2,31.3,9.1,3.1,4.3,266,15
995,Ethiopian Stew Roll,snack,Ethiopian,2,piece,352.0,12.5,63.1,19.4,2.0,19.0,1471,6
996,Mediterranean Shish Taouk Masala,dinner,Mediterranean,427,ml,404.0,27.5,27.4,19.4,4.7,15.0,1183,128
997,Mexican Beef Ramen Style,breakfast,Mexican,230,g,407.0,22.8,60.2,23.3,0.7,20.6,580,101
998,Thai Mezze Harissa,snack,Thai,411,g,597.0,23.4,63.1,16.5,11.5,2.5,1023,138
999,Peruvian Tabbouleh Tomato,vegetarian,Peruvian,251,g,348.0,22.2,31.2,28.3,5.3,5.2,1141,153
1000,Lebanese Noodles Stir-Fry,sandwich,Lebanese,301,ml,349.0,16.0,38.7,25.1,8.1,3.5,781,136
